Year,Week,SKU,Category,Size,Total_Qty,Total_Amount,Avg_Price,Max_Price,Min_Price,Std_Price,Has_Promotion,Transaction_Count,Start_Date,End_Date,Week_ID,Date
2022,17,J0236-SKD-XXXL,Set,3XL,2,1872.0,936.0,950.0,922.0,19.79898987322333,0,2,2022-04-26,2022-04-28,2022-W17,2022-04-26
2022,17,J0237-SKD-L,Set,L,1,1256.0,1256.0,1256.0,1256.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0237-SKD-XXXL,Set,3XL,1,1256.0,1256.0,1256.0,1256.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0239-SKD-XS,Set,XS,1,1299.0,1299.0,1299.0,1299.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0239-SKD-XXL,Set,XXL,1,1299.0,1299.0,1299.0,1299.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0239-SKD-XXXL,Set,3XL,3,3897.0,1299.0,1299.0,1299.0,0.0,1,3,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0240-SKD-S,Set,S,1,1593.0,1593.0,1593.0,1593.0,0.0,0,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0240-SKD-XL,Set,XL,1,1593.0,1593.0,1593.0,1593.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0240-SKD-XXL,Set,XXL,1,1593.0,1593.0,1593.0,1593.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0241-SKD-XL,Set,XL,1,1338.0,1338.0,1338.0,1338.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0242-SKD-XS,Set,XS,1,1149.0,1149.0,1149.0,1149.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0243-DR-M,Ethnic Dress,M,1,999.0,999.0,999.0,999.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0243-DR-XL,Ethnic Dress,XL,1,999.0,999.0,999.0,999.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0243-DR-XS,Ethnic Dress,XS,1,999.0,999.0,999.0,999.0,0.0,1,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0244-SKD-L,Set,L,4,4893.0,1223.25,1281.0,1204.0,38.50000000000002,1,4,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0244-SKD-M,Set,M,3,3843.0,1281.0,1281.0,1281.0,0.0,1,3,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0244-SKD-S,Set,S,2,2485.0,1242.5,1281.0,1204.0,54.44722215136416,1,2,2022-04-28,2022-05-01,2022-W17,2022-04-28
2022,17,J0244-SKD-XL,Set,XL,1,1281.0,1281.0,1281.0,1281.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0245-SKD-L,Set,L,2,2298.0,1149.0,1149.0,1149.0,0.0,1,2,2022-04-28,2022-05-01,2022-W17,2022-04-28
2022,17,J0245-SKD-S,Set,S,2,2298.0,1149.0,1149.0,1149.0,0.0,1,2,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0245-SKD-XXL,Set,XXL,1,1149.0,1149.0,1149.0,1149.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0247-SKD-L,Set,L,3,2460.0,820.0,820.0,820.0,0.0,0,3,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0247-SKD-S,Set,S,2,1640.0,820.0,820.0,820.0,0.0,1,2,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0247-SKD-XS,Set,XS,1,820.0,820.0,820.0,820.0,0.0,0,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0247-SKD-XXL,Set,XXL,1,820.0,820.0,820.0,820.0,0.0,1,1,2022-05-01,2022-05-01,2022-W17,2022-05-01
2022,17,J0248-KR-DPT-L,Set,L,1,999.0,999.0,999.0,999.0,0.0,1,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0248-KR-DPT-M,Set,M,1,999.0,999.0,999.0,999.0,0.0,1,1,2022-05-01,2022-05-01,2022-W17,2022-05-01
2022,17,J0248-KR-DPT-XL,Set,XL,1,999.0,999.0,999.0,999.0,0.0,1,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0248-KR-DPT-XXXL,Set,3XL,2,1998.0,999.0,999.0,999.0,0.0,1,2,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0249-SKD-L,Set,L,1,939.0,939.0,939.0,939.0,0.0,0,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0250-SKD-XL,Set,XL,2,1526.0,763.0,763.0,763.0,0.0,1,2,2022-04-27,2022-05-01,2022-W17,2022-04-27
2022,17,J0250-SKD-XXL,Set,XXL,2,1526.0,763.0,763.0,763.0,0.0,1,2,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0251-SKD-XS,Set,XS,1,763.0,763.0,763.0,763.0,0.0,0,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0251-SKD-XXL,Set,XXL,1,763.0,763.0,763.0,763.0,0.0,0,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0252-SKD-S,Set,S,1,939.0,939.0,939.0,939.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0252-SKD-XL,Set,XL,1,939.0,939.0,939.0,939.0,0.0,0,1,2022-05-01,2022-05-01,2022-W17,2022-05-01
2022,17,J0252-SKD-XS,Set,XS,1,939.0,939.0,939.0,939.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0252-SKD-XXL,Set,XXL,1,939.0,939.0,939.0,939.0,0.0,0,1,2022-05-01,2022-05-01,2022-W17,2022-05-01
2022,17,J0254-SKD-M,Set,M,1,789.0,789.0,789.0,789.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0254-SKD-XS,Set,XS,1,789.0,789.0,789.0,789.0,0.0,0,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0254-SKD-XXXL,Set,3XL,1,789.0,789.0,789.0,789.0,0.0,0,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0277-SKD-L,Set,L,5,7408.0,1481.6,1556.0,1463.0,41.59086438149611,1,5,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0277-SKD-M,Set,M,3,4668.0,1556.0,1556.0,1556.0,0.0,1,3,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0277-SKD-S,Set,S,2,2926.0,1463.0,1463.0,1463.0,0.0,1,2,2022-04-25,2022-04-27,2022-W17,2022-04-25
2022,17,J0277-SKD-XL,Set,XL,1,1556.0,1556.0,1556.0,1556.0,0.0,1,1,2022-05-01,2022-05-01,2022-W17,2022-05-01
2022,17,J0277-SKD-XXL,Set,XXL,1,1556.0,1556.0,1556.0,1556.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0277-SKD-XXXL,Set,3XL,2,3112.0,1556.0,1556.0,1556.0,0.0,1,2,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0278-SET-M,Set,M,1,761.0,761.0,761.0,761.0,0.0,0,1,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0278-SET-XXXL,Set,3XL,2,1522.0,761.0,761.0,761.0,0.0,1,2,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0280-SKD-L,Set,L,1,1463.0,1463.0,1463.0,1463.0,0.0,1,1,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0280-SKD-M,Set,M,1,1556.0,1556.0,1556.0,1556.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0280-SKD-S,Set,S,5,7315.0,1463.0,1463.0,1463.0,0.0,1,5,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0280-SKD-XL,Set,XL,3,4389.0,1463.0,1463.0,1463.0,0.0,1,3,2022-04-26,2022-04-28,2022-W17,2022-04-26
2022,17,J0280-SKD-XS,Set,XS,3,4482.0,1494.0,1556.0,1463.0,53.693575034635195,0,3,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0280-SKD-XXL,Set,XXL,3,4668.0,1556.0,1556.0,1556.0,0.0,1,3,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0281-SKD-S,Set,S,6,8328.0,1388.0,1388.0,1388.0,0.0,1,6,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0281-SKD-XL,Set,XL,1,1388.0,1388.0,1388.0,1388.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0281-SKD-XS,Set,XS,4,5552.0,1388.0,1388.0,1388.0,0.0,1,4,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0281-SKD-XXXL,Set,3XL,3,4253.0,1417.6666666666667,1477.0,1388.0,51.38417395787666,1,3,2022-04-27,2022-04-30,2022-W17,2022-04-27
2022,17,J0283-SET-L,Set,L,3,3099.0,1033.0,1033.0,1033.0,0.0,1,3,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0283-SET-M,Set,M,2,2132.0,1066.0,1099.0,1033.0,46.66904755831214,1,2,2022-04-28,2022-04-29,2022-W17,2022-04-28
2022,17,J0283-SET-XL,Set,XL,2,2132.0,1066.0,1099.0,1033.0,46.66904755831214,1,2,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0283-SET-XXL,Set,XXL,3,3099.0,1033.0,1033.0,1033.0,0.0,1,3,2022-04-28,2022-04-29,2022-W17,2022-04-28
2022,17,J0283-SET-XXXL,Set,3XL,2,2132.0,1066.0,1099.0,1033.0,46.66904755831214,1,2,2022-04-29,2022-05-01,2022-W17,2022-04-29
2022,17,J0284-SKD-S,Set,S,2,2474.0,1237.0,1237.0,1237.0,0.0,1,2,2022-04-28,2022-05-01,2022-W17,2022-04-28
2022,17,J0284-SKD-XXXL,Set,3XL,3,3600.0,1200.0,1200.0,1200.0,0.0,1,3,2022-04-26,2022-04-28,2022-W17,2022-04-26
2022,17,J0285-SKD-M,Set,M,2,2955.0,1477.5,1523.0,1432.0,64.34671708797582,1,2,2022-04-28,2022-05-01,2022-W17,2022-04-28
2022,17,J0285-SKD-S,Set,S,3,4387.0,1462.3333333333333,1523.0,1432.0,52.53887449625598,1,3,2022-04-30,2022-05-01,2022-W17,2022-04-30
2022,17,J0285-SKD-XL,Set,XL,3,4296.0,1432.0,1432.0,1432.0,0.0,1,3,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0285-SKD-XS,Set,XS,3,4296.0,1432.0,1432.0,1432.0,0.0,1,3,2022-04-28,2022-04-30,2022-W17,2022-04-28
2022,17,J0285-SKD-XXXL,Set,3XL,1,1432.0,1432.0,1432.0,1432.0,0.0,1,1,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0291-JS-S,Set,S,1,859.0,859.0,859.0,859.0,0.0,1,1,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0292-TP-XS,Top,XS,1,377.0,377.0,377.0,377.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0292-TP-XXL,Top,XXL,1,377.0,377.0,377.0,377.0,0.0,0,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0293-DR-S,Western Dress,S,2,944.0,472.0,472.0,472.0,0.0,1,2,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0293-DR-XS,Western Dress,XS,1,472.0,472.0,472.0,472.0,0.0,0,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0294-TP-S,Top,S,1,396.0,396.0,396.0,396.0,0.0,0,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0294-TP-XS,Top,XS,2,792.0,396.0,396.0,396.0,0.0,1,2,2022-04-30,2022-05-01,2022-W17,2022-04-30
2022,17,J0295-DR-L,Western Dress,L,1,859.0,859.0,859.0,859.0,0.0,1,1,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0295-DR-M,Western Dress,M,2,1718.0,859.0,859.0,859.0,0.0,1,2,2022-04-29,2022-04-30,2022-W17,2022-04-29
2022,17,J0295-DR-S,Western Dress,S,1,859.0,859.0,859.0,859.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0295-DR-XL,Western Dress,XL,2,1718.0,859.0,859.0,859.0,0.0,1,2,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0295-DR-XS,Western Dress,XS,1,859.0,859.0,859.0,859.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0295-DR-XXL,Western Dress,XXL,2,1718.0,859.0,859.0,859.0,0.0,1,2,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0295-DR-XXXL,Western Dress,3XL,1,859.0,859.0,859.0,859.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0296-DR-XS,Western Dress,XS,1,519.0,519.0,519.0,519.0,0.0,1,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0297-TP-L,Top,L,1,574.0,574.0,574.0,574.0,0.0,1,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0297-TP-S,Top,S,1,574.0,574.0,574.0,574.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0299-KR-M,kurta,M,2,690.0,345.0,345.0,345.0,0.0,1,2,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0299-KR-XS,kurta,XS,1,345.0,345.0,345.0,345.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0299-KR-XXXL,kurta,3XL,1,345.0,345.0,345.0,345.0,0.0,1,1,2022-04-29,2022-04-29,2022-W17,2022-04-29
2022,17,J0300-TP-XXXL,Top,3XL,2,558.0,279.0,279.0,279.0,0.0,0,2,2022-04-30,2022-05-01,2022-W17,2022-04-30
2022,17,J0301-TP-L,Top,L,16,7888.0,493.0,493.0,493.0,0.0,1,16,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0301-TP-M,Top,M,15,7035.0,469.0,493.0,463.0,12.421180068162375,1,15,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0301-TP-S,Top,S,9,4287.0,476.3333333333333,493.0,463.0,15.811388300841902,1,9,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0301-TP-XL,Top,XL,8,3944.0,493.0,493.0,493.0,0.0,1,8,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0301-TP-XS,Top,XS,2,986.0,493.0,493.0,493.0,0.0,1,2,2022-04-26,2022-04-27,2022-W17,2022-04-26
2022,17,J0301-TP-XXL,Top,XXL,11,5123.0,465.72727272727275,493.0,463.0,9.045340337332906,1,11,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0301-TP-XXXL,Top,3XL,6,2778.0,463.0,463.0,463.0,0.0,1,6,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0302-DR-XXL,Western Dress,XXL,1,545.0,545.0,545.0,545.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0305-DR-XS,Western Dress,XS,1,613.0,613.0,613.0,613.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0306-DR-M,Western Dress,M,2,1380.0,690.0,690.0,690.0,0.0,1,2,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0307-TP-M,Top,M,2,1036.0,518.0,518.0,518.0,0.0,1,2,2022-04-25,2022-04-27,2022-W17,2022-04-25
2022,17,J0307-TP-XXXL,Top,3XL,1,518.0,518.0,518.0,518.0,0.0,1,1,2022-04-27,2022-04-27,2022-W17,2022-04-27
2022,17,J0308-DR-L,Western Dress,L,8,5320.0,665.0,665.0,665.0,0.0,1,8,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0308-DR-M,Western Dress,M,5,3125.0,625.0,625.0,625.0,0.0,1,5,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0308-DR-S,Western Dress,S,3,1995.0,665.0,665.0,665.0,0.0,1,3,2022-04-28,2022-04-30,2022-W17,2022-04-28
2022,17,J0308-DR-XL,Western Dress,XL,6,3830.0,638.3333333333334,665.0,625.0,20.65591117977288,1,6,2022-04-27,2022-05-01,2022-W17,2022-04-27
2022,17,J0308-DR-XXL,Western Dress,XXL,9,5665.0,629.4444444444445,665.0,625.0,13.33333333333333,1,9,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0308-DR-XXXL,Western Dress,3XL,9,5985.0,665.0,665.0,665.0,0.0,1,9,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0310-TP-XL,Top,XL,2,678.0,339.0,339.0,339.0,0.0,1,2,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0310-TP-XXL,Top,XXL,1,339.0,339.0,339.0,339.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0314-KR-M,kurta,M,1,795.0,795.0,795.0,795.0,0.0,1,1,2022-04-30,2022-04-30,2022-W17,2022-04-30
2022,17,J0328-KR-L,kurta,L,4,3756.0,939.0,939.0,939.0,0.0,1,4,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0328-KR-S,kurta,S,1,939.0,939.0,939.0,939.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0328-KR-XS,kurta,XS,1,939.0,939.0,939.0,939.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0328-KR-XXL,kurta,XXL,2,1878.0,939.0,939.0,939.0,0.0,1,2,2022-04-26,2022-04-27,2022-W17,2022-04-26
2022,17,J0329-KR-L,kurta,L,2,1474.0,737.0,737.0,737.0,0.0,1,2,2022-04-27,2022-04-29,2022-W17,2022-04-27
2022,17,J0329-KR-XS,kurta,XS,1,737.0,737.0,737.0,737.0,0.0,0,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0329-KR-XXXL,kurta,3XL,3,2211.0,737.0,737.0,737.0,0.0,1,3,2022-04-29,2022-05-01,2022-W17,2022-04-29
2022,17,J0331-KR-XXXL,kurta,3XL,2,1614.0,807.0,832.0,782.0,35.35533905932738,1,2,2022-04-30,2022-05-01,2022-W17,2022-04-30
2022,17,J0332-DR-M,Western Dress,M,1,699.0,699.0,699.0,699.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0332-DR-S,Western Dress,S,4,2796.0,699.0,699.0,699.0,0.0,1,3,2022-04-25,2022-04-27,2022-W17,2022-04-25
2022,17,J0332-DR-XXL,Western Dress,XXL,1,699.0,699.0,699.0,699.0,0.0,1,1,2022-05-01,2022-05-01,2022-W17,2022-05-01
2022,17,J0333-DR-L,Western Dress,L,2,1650.0,825.0,825.0,825.0,0.0,1,2,2022-04-27,2022-05-01,2022-W17,2022-04-27
2022,17,J0333-DR-XL,Western Dress,XL,2,1650.0,825.0,825.0,825.0,0.0,1,2,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0333-DR-XS,Western Dress,XS,2,1650.0,825.0,825.0,825.0,0.0,0,2,2022-04-30,2022-05-01,2022-W17,2022-04-30
2022,17,J0333-DR-XXXL,Western Dress,3XL,5,4125.0,825.0,825.0,825.0,0.0,1,5,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0334-TP-L,Top,L,5,2560.0,512.0,512.0,512.0,0.0,1,5,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0334-TP-M,Top,M,10,5186.0,518.6,545.0,512.0,13.914021704740888,1,10,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0334-TP-S,Top,S,13,7085.0,545.0,545.0,545.0,0.0,1,13,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0334-TP-XL,Top,XL,2,1024.0,512.0,512.0,512.0,0.0,1,2,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0335-DR-L,Western Dress,L,12,9684.0,807.0,807.0,807.0,0.0,1,12,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0335-DR-M,Western Dress,M,11,8929.0,811.7272727272727,859.0,807.0,15.678589918043704,1,11,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0335-DR-S,Western Dress,S,3,2577.0,859.0,859.0,859.0,0.0,1,3,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0335-DR-XL,Western Dress,XL,8,6456.0,807.0,807.0,807.0,0.0,1,8,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0335-DR-XS,Western Dress,XS,2,1614.0,807.0,807.0,807.0,0.0,1,2,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0335-DR-XXL,Western Dress,XXL,7,5753.0,821.8571428571429,859.0,807.0,25.373401896661882,1,7,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0335-DR-XXXL,Western Dress,3XL,5,4295.0,859.0,859.0,859.0,0.0,1,5,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0336-TP-M,Top,M,6,3594.0,599.0,599.0,599.0,0.0,1,6,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0336-TP-S,Top,S,1,599.0,599.0,599.0,599.0,0.0,0,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0336-TP-XL,Top,XL,3,1797.0,599.0,599.0,599.0,0.0,1,3,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0336-TP-XXL,Top,XXL,2,1198.0,599.0,599.0,599.0,0.0,1,2,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0336-TP-XXXL,Top,3XL,4,2396.0,599.0,599.0,599.0,0.0,1,4,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0337-TP-L,Top,L,1,518.0,518.0,518.0,518.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
2022,17,J0337-TP-M,Top,M,2,974.0,487.0,487.0,487.0,0.0,1,2,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0337-TP-S,Top,S,3,1461.0,487.0,487.0,487.0,0.0,1,3,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0337-TP-XL,Top,XL,2,974.0,487.0,487.0,487.0,0.0,0,2,2022-04-25,2022-04-28,2022-W17,2022-04-25
2022,17,J0337-TP-XXL,Top,XXL,1,487.0,487.0,487.0,487.0,0.0,1,1,2022-04-26,2022-04-26,2022-W17,2022-04-26
2022,17,J0338-DR-L,Western Dress,L,7,5302.0,757.4285714285714,791.0,744.0,22.933651714290516,1,7,2022-04-27,2022-05-01,2022-W17,2022-04-27
2022,17,J0338-DR-M,Western Dress,M,4,3070.0,767.5,791.0,744.0,27.135462651912412,1,4,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0338-DR-S,Western Dress,S,5,3767.0,753.4,791.0,744.0,21.01903898849803,1,5,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0338-DR-XL,Western Dress,XL,4,3164.0,791.0,791.0,791.0,0.0,1,4,2022-04-29,2022-05-01,2022-W17,2022-04-29
2022,17,J0338-DR-XS,Western Dress,XS,1,744.0,744.0,744.0,744.0,0.0,1,1,2022-04-28,2022-04-28,2022-W17,2022-04-28
2022,17,J0338-DR-XXL,Western Dress,XXL,3,2373.0,791.0,791.0,791.0,0.0,1,3,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0338-DR-XXXL,Western Dress,3XL,6,4464.0,744.0,744.0,744.0,0.0,1,6,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0339-DR-L,Western Dress,L,6,4464.0,744.0,744.0,744.0,0.0,1,6,2022-04-28,2022-04-30,2022-W17,2022-04-28
2022,17,J0339-DR-M,Western Dress,M,11,8372.0,761.0909090909091,791.0,744.0,23.712674018147105,1,11,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0339-DR-S,Western Dress,S,8,6093.0,761.625,791.0,744.0,24.324810966817978,1,8,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0339-DR-XL,Western Dress,XL,18,13626.0,757.0,791.0,743.0,21.69846836557286,1,18,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0339-DR-XS,Western Dress,XS,2,1535.0,767.5,791.0,744.0,33.23401871576773,1,2,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0339-DR-XXL,Western Dress,XXL,5,3955.0,791.0,791.0,791.0,0.0,1,5,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0339-DR-XXXL,Western Dress,3XL,7,5255.0,750.7142857142857,791.0,744.0,17.76433023143369,1,7,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0340-TP-L,Top,L,2,1126.0,563.0,563.0,563.0,0.0,1,2,2022-04-25,2022-04-29,2022-W17,2022-04-25
2022,17,J0340-TP-M,Top,M,6,3378.0,563.0,563.0,563.0,0.0,1,6,2022-04-25,2022-04-30,2022-W17,2022-04-25
2022,17,J0340-TP-S,Top,S,4,2396.0,599.0,599.0,599.0,0.0,1,4,2022-04-25,2022-04-27,2022-W17,2022-04-25
2022,17,J0340-TP-XS,Top,XS,3,1689.0,563.0,563.0,563.0,0.0,1,3,2022-04-26,2022-04-30,2022-W17,2022-04-26
2022,17,J0341-DR-L,Western Dress,L,29,21717.0,748.8620689655172,791.0,744.0,14.566900194646387,1,29,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0341-DR-M,Western Dress,M,23,17300.0,752.1739130434783,791.0,744.0,18.21500923043472,1,23,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0341-DR-S,Western Dress,S,31,23581.0,760.6774193548387,791.0,744.0,22.859552484354325,1,31,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0341-DR-XL,Western Dress,XL,13,9766.0,751.2307692307693,791.0,744.0,17.650088980672066,1,13,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0341-DR-XS,Western Dress,XS,23,17534.0,762.3478260869565,791.0,743.0,23.49005339916559,1,23,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0341-DR-XXL,Western Dress,XXL,20,15820.0,791.0,791.0,791.0,0.0,1,20,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0341-DR-XXXL,Western Dress,3XL,18,13627.0,757.0555555555555,791.0,744.0,21.6617641512364,1,18,2022-04-25,2022-05-01,2022-W17,2022-04-25
2022,17,J0342-TP-L,Top,L,4,2194.0,548.5,574.0,540.0,17.0,1,4,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0342-TP-M,Top,M,6,3274.0,545.6666666666666,574.0,540.0,13.880441875771352,1,6,2022-04-27,2022-05-01,2022-W17,2022-04-27
2022,17,J0342-TP-S,Top,S,7,3916.0,559.4285714285714,574.0,540.0,18.173764450044853,1,7,2022-04-26,2022-05-01,2022-W17,2022-04-26
2022,17,J0342-TP-XL,Top,XL,1,574.0,574.0,574.0,574.0,0.0,1,1,2022-04-25,2022-04-25,2022-W17,2022-04-25
